Year,Area Name,All ages,Not Stated,0 up to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 and over
2019,Angus,965,0,34,135,299,309,156,32
2019,Argyll and Bute,631,0,21,97,179,203,106,25
2019,City of Edinburgh,"4,683",0,88,360,961,"1,773","1,210",291
2019,Clackmannanshire,414,0,21,85,126,124,50,8
2019,Dumfries and Galloway,"1,153",0,36,215,370,341,157,34
2019,Dundee City,"1,417",0,65,250,397,407,247,51
2019,East Ayrshire,"1,176",0,52,205,366,356,159,38
2019,East Dunbartonshire,910,0,8,54,172,376,242,58
2019,East Lothian,973,0,27,129,236,321,206,54
2019,East Renfrewshire,808,1,5,54,158,311,215,64
2019,Falkirk,"1,460",0,43,225,422,468,269,33
2019,Fife,"3,325",0,145,558,975,"1,016",525,106
2019,Glasgow City,"6,553",3,195,907,"1,710","2,186","1,270",282
2019,Highland,"1,966",1,56,296,547,597,383,86
2019,Inverclyde,615,0,13,99,184,193,101,25
2019,Midlothian,"1,057",0,25,122,298,364,203,45
2019,Moray,816,0,19,143,240,270,115,29
2019,Na h Eileanan Siar,200,0,6,27,61,59,36,11
2019,North Ayrshire,"1,124",0,53,213,344,327,159,28
2019,North Lanarkshire,"3,438",0,140,526,953,"1,122",574,123
2019,Orkney Islands,182,0,3,18,54,61,35,11
2019,Perth and Kinross,"1,197",1,27,166,326,397,223,57
2019,Renfrewshire,"1,693",0,31,195,491,597,311,68
2019,Scottish Borders,916,0,33,119,247,299,167,51
2019,Shetland Islands,205,0,5,26,59,64,42,9
2019,South Ayrshire,837,0,26,127,239,269,139,37
2019,South Lanarkshire,"3,109",0,72,400,856,"1,034",634,113
2019,Stirling,737,0,18,71,191,236,172,49
2019,West Dunbartonshire,845,0,33,124,275,272,126,15
2019,West Lothian,"1,798",0,60,296,510,561,309,62
2020,Scotland,"46,809",7,"1,281","6,201","12,558","15,715","8,979","2,068"
2020,Aberdeen City,"2,007",0,39,234,547,708,382,97
2020,Aberdeenshire,"2,287",0,48,219,655,834,443,88
2020,Angus,860,0,32,123,272,291,111,31
2020,Argyll and Bute,592,0,15,84,178,187,97,31
2020,City of Edinburgh,"4,548",0,53,338,840,"1,783","1,207",327
2020,Clackmannanshire,444,0,14,92,126,131,72,9
2020,Dumfries and Galloway,"1,137",1,43,186,356,330,182,39
2020,Dundee City,"1,287",0,53,219,377,377,221,40
2020,East Ayrshire,"1,113",0,35,212,336,339,154,37
2020,East Dunbartonshire,884,0,9,62,164,344,259,46
2020,East Lothian,960,0,26,113,233,321,207,60
2020,East Renfrewshire,797,0,6,38,142,328,224,59
2020,Falkirk,"1,432",0,46,204,448,439,243,52
2020,Fife,"3,144",1,142,518,855,"1,014",493,121
2020,Glasgow City,"5,867",2,158,771,"1,561","1,961","1,138",276
2020,Highland,"1,866",0,45,252,517,592,359,101
2020,Inverclyde,615,0,21,107,168,197,96,26
2020,Midlothian,979,0,22,106,252,368,193,38
2020,Moray,855,0,37,139,276,242,131,30
2020,Na h Eileanan Siar,183,0,4,29,35,64,34,17
2020,North Ayrshire,"1,107",0,45,209,337,303,176,37
2020,North Lanarkshire,"3,051",0,103,468,912,967,498,103
2020,Orkney Islands,183,0,1,17,51,68,39,7
2020,Perth and Kinross,"1,186",0,26,187,300,387,234,52
2020,Renfrewshire,"1,539",0,28,172,440,538,296,65
2020,Scottish Borders,845,0,21,111,246,290,149,28
2020,Shetland Islands,176,0,3,16,60,67,22,8
2020,South Ayrshire,817,0,25,131,194,285,143,39
2020,South Lanarkshire,"2,918",2,77,403,785,959,598,94
2020,Stirling,696,0,19,72,174,232,165,34
2020,West Dunbartonshire,771,0,35,124,238,237,114,23
2020,West Lothian,"1,663",1,50,245,483,532,299,53
2021,Scotland,"47,786",4,"1,043","5,605","12,835","16,563","9,671","2,065"
2021,Aberdeen City,"2,041",0,44,232,508,710,451,96
2021,Aberdeenshire,"2,339",0,35,217,676,840,459,112
2021,Angus,915,0,28,127,275,281,167,37
2021,Argyll and Bute,599,0,1,69,169,193,125,42
2021,City of Edinburgh,"4,653",0,63,304,844,"1,855","1,317",270
2021,Clackmannanshire,498,0,17,89,156,152,74,10
2021,Dumfries and Galloway,"1,083",0,28,140,367,353,159,36
2021,Dundee City,"1,255",0,43,216,371,399,194,32
2021,East Ayrshire,"1,122",0,33,177,348,362,169,33
2021,East Dunbartonshire,898,0,16,47,142,336,292,65
2021,East Lothian,975,1,15,97,246,365,210,41
2021,East Renfrewshire,790,0,7,31,155,319,234,44
2021,Falkirk,"1,466",0,26,182,449,517,250,42
2021,Fife,"3,157",0,105,474,967,969,514,128
2021,Glasgow City,"5,929",1,150,679,"1,520","2,085","1,198",296
2021,Highland,"1,885",0,53,252,550,573,358,99
2021,Inverclyde,605,0,12,75,193,186,118,21
2021,Midlothian,"1,071",0,21,110,284,389,222,45
2021,Moray,846,0,19,119,282,271,128,27
2021,Na h Eileanan Siar,181,0,5,20,43,66,36,11
2021,North Ayrshire,"1,069",0,33,175,306,343,181,31
2021,North Lanarkshire,"3,296",1,72,520,970,"1,058",562,113
2021,Orkney Islands,171,0,2,10,58,54,35,12
2021,Perth and Kinross,"1,194",0,8,142,353,402,238,51
2021,Renfrewshire,"1,647",0,27,174,453,609,335,49
2021,Scottish Borders,852,1,22,102,234,306,157,30
2021,Shetland Islands,200,0,4,21,62,63,38,12
2021,South Ayrshire,774,0,21,117,204,262,149,21
2021,South Lanarkshire,"3,109",0,55,333,804,"1,122",658,137
2021,Stirling,670,0,22,55,159,239,160,35
2021,West Dunbartonshire,769,0,20,102,225,276,125,21
2021,West Lothian,"1,727",0,36,197,462,608,358,66
2022,Scotland,"46,959",3,"1,090","5,534","12,303","16,273","9,537","2,219"
2022,Aberdeen City,"1,939",1,25,205,498,698,426,86
2022,Aberdeenshire,"2,159",0,29,202,565,853,417,93
2022,Angus,918,0,29,116,291,309,144,29
2022,Argyll and Bute,579,0,6,58,153,201,132,29
2022,City of Edinburgh,"4,405",0,73,289,800,"1,666","1,261",316
2022,Clackmannanshire,444,0,12,70,149,118,83,12
2022,Dumfries and Galloway,"1,093",0,29,152,341,379,159,33
2022,Dundee City,"1,340",0,56,190,338,461,233,62
2022,East Ayrshire,"1,019",0,34,163,333,311,147,31
2022,East Dunbartonshire,849,0,8,43,152,315,273,58
2022,East Lothian,"1,022",0,14,103,244,369,227,65
2022,East Renfrewshire,745,0,7,39,135,302,210,52
2022,Falkirk,"1,413",0,41,194,406,471,239,62
2022,Fife,"2,990",0,96,445,861,942,530,116
2022,Glasgow City,"6,112",2,161,762,"1,641","2,000","1,219",327
2022,Highland,"1,909",0,49,235,527,611,395,92
2022,Inverclyde,654,0,15,82,194,217,126,20
2022,Midlothian,"1,040",0,20,128,248,385,218,41
2022,Moray,736,0,16,92,219,238,136,35
2022,Na h Eileanan Siar,182,0,7,13,45,81,31,5
2022,North Ayrshire,"1,054",0,38,160,289,358,173,36
2022,North Lanarkshire,"3,146",0,87,450,928,"1,040",524,117
2022,Orkney Islands,163,0,2,19,36,62,33,11
2022,Perth and Kinross,"1,153",0,24,147,304,400,235,43
2022,Renfrewshire,"1,754",0,27,167,497,633,360,70
2022,Scottish Borders,847,0,20,112,212,294,166,43
2022,Shetland Islands,207,0,4,23,64,73,37,6
2022,South Ayrshire,739,0,20,89,197,255,145,33
2022,South Lanarkshire,"3,163",0,61,369,824,"1,111",662,136
2022,Stirling,673,0,14,66,135,256,159,43
2022,West Dunbartonshire,852,0,30,133,241,279,132,37
2022,West Lothian,"1,660",0,36,218,436,585,305,80
2023,Scotland,"45,935",7,"1,139","5,283","11,765","16,238","9,330","2,173"
2023,Aberdeen City,"2,092",0,40,214,522,773,427,116
2023,Aberdeenshire,"2,072",0,30,192,540,800,414,96
2023,Angus,821,0,30,112,266,249,136,28
2023,Argyll and Bute,579,0,19,66,133,218,115,28
2023,City of Edinburgh,"4,194",1,66,303,738,"1,660","1,168",258
2023,Clackmannanshire,436,0,15,74,123,132,75,17
2023,Dumfries and Galloway,"1,123",0,38,155,345,378,160,47
2023,Dundee City,"1,315",0,57,193,355,448,224,38
2023,East Ayrshire,"1,042",0,43,168,295,344,168,24
2023,East Dunbartonshire,826,0,4,46,129,319,265,63
2023,East Lothian,939,0,7,94,218,346,224,50
2023,East Renfrewshire,799,0,10,37,138,332,234,48
2023,Falkirk,"1,316",1,34,166,360,475,228,52
2023,Fife,"2,939",1,101,418,840,952,519,108
2023,Glasgow City,"5,977",1,142,680,"1,548","2,076","1,196",334
2023,Highland,"1,788",0,41,229,488,582,351,97
2023,Inverclyde,618,0,16,90,161,228,97,26
2023,Midlothian,970,0,30,102,231,361,201,45
2023,Moray,760,1,25,94,236,251,127,26
2023,Na h Eileanan Siar,174,0,2,16,44,63,35,14
2023,North Ayrshire,986,0,31,141,307,312,156,39
2023,North Lanarkshire,"3,073",0,87,426,906,993,544,117
2023,Orkney Islands,162,0,4,19,36,67,30,6
2023,Perth and Kinross,"1,133",0,26,135,300,403,207,62
2023,Renfrewshire,"1,663",0,35,158,422,628,356,64
2023,Scottish Borders,825,0,18,104,210,278,180,35
2023,Shetland Islands,177,0,1,25,50,59,32,10
2023,South Ayrshire,815,2,27,111,182,288,173,32
2023,South Lanarkshire,"3,048",0,50,319,802,"1,085",656,136
2023,Stirling,662,0,19,61,164,231,152,35
2023,West Dunbartonshire,783,0,30,116,217,259,125,36
2023,West Lothian,"1,828",0,61,219,459,648,355,86
2024,Scotland,"45,763",3,"1,094","5,131","11,568","16,324","9,379","2,264"
2024,Aberdeen City,"1,923",0,42,191,465,698,415,112
2024,Aberdeenshire,"1,865",0,22,153,497,733,376,84
2024,Angus,874,0,24,128,239,279,165,39
2024,Argyll and Bute,549,0,7,58,134,201,103,46
2024,City of Edinburgh,"4,463",0,68,312,793,"1,715","1,240",335
2024,Clackmannanshire,391,0,11,63,121,128,49,19
2024,Dumfries and Galloway,"1,054",1,41,142,304,353,171,42
2024,Dundee City,"1,312",0,47,169,386,435,215,60
2024,East Ayrshire,"1,043",0,31,187,268,340,188,29
2024,East Dunbartonshire,806,0,11,42,112,340,242,59
2024,East Lothian,984,0,20,88,209,373,241,53
2024,East Renfrewshire,784,0,7,48,130,316,228,55
2024,Falkirk,"1,332",0,38,171,372,453,247,51
2024,Fife,"2,815",1,87,394,740,927,553,113
2024,Glasgow City,"6,150",0,124,688,"1,638","2,115","1,263",322
2024,Highland,"1,748",0,59,204,462,591,337,95
2024,Inverclyde,594,0,20,72,166,199,118,19
2024,Midlothian,"1,071",0,21,112,247,428,213,50
2024,Moray,690,0,16,104,209,230,108,23
2024,Na h Eileanan Siar,176,0,3,19,49,61,38,6
2024,North Ayrshire,"1,012",0,41,152,294,338,151,36
2024,North Lanarkshire,"3,176",0,93,430,932,"1,061",544,116
2024,Orkney Islands,146,0,2,17,41,58,20,8
2024,Perth and Kinross,"1,167",0,31,124,296,435,233,48
2024,Renfrewshire,"1,718",0,33,136,424,654,400,71
2024,Scottish Borders,835,0,21,127,208,295,138,46
2024,Shetland Islands,166,0,3,15,54,51,37,6
2024,South Ayrshire,757,0,24,98,199,262,138,36
2024,South Lanarkshire,"3,030",0,60,319,779,"1,134",602,136
2024,Stirling,659,1,18,55,131,231,166,57
2024,West Dunbartonshire,800,0,31,126,214,279,126,24
2024,West Lothian,"1,673",0,38,187,455,611,314,68
